frame,time_seconds,visibility
10699,356.63,No Logo
10700,356.67,No Logo
10701,356.7,No Logo
10702,356.73,No Logo
10703,356.77,No Logo
10704,356.8,No Logo
10705,356.83,No Logo
10706,356.87,No Logo
10707,356.9,No Logo
10708,356.93,No Logo
10709,356.97,No Logo
10710,357.0,No Logo
10711,357.03,No Logo
10712,357.07,No Logo
10713,357.1,No Logo
10714,357.13,No Logo
10715,357.17,No Logo
10716,357.2,No Logo
10717,357.23,No Logo
10718,357.27,No Logo
10719,357.3,No Logo
10720,357.33,No Logo
10721,357.37,No Logo
10722,357.4,No Logo
10723,357.43,No Logo
10724,357.47,No Logo
10725,357.5,No Logo
10726,357.53,No Logo
10727,357.57,No Logo
10728,357.6,No Logo
10729,357.63,No Logo
10730,357.67,No Logo
10731,357.7,No Logo
10732,357.73,No Logo
10733,357.77,No Logo
10734,357.8,No Logo
10735,357.83,No Logo
10736,357.87,No Logo
10737,357.9,No Logo
10738,357.93,No Logo
10739,357.97,No Logo
10740,358.0,No Logo
10741,358.03,No Logo
10742,358.07,No Logo
10743,358.1,No Logo
10744,358.13,No Logo
10745,358.17,No Logo
10746,358.2,No Logo
10747,358.23,No Logo
10748,358.27,No Logo
10749,358.3,No Logo
10750,358.33,No Logo
10751,358.37,No Logo
10752,358.4,No Logo
10753,358.43,No Logo
10754,358.47,No Logo
10755,358.5,No Logo
10756,358.53,No Logo
10757,358.57,No Logo
10758,358.6,No Logo
10759,358.63,No Logo
10760,358.67,No Logo
10761,358.7,No Logo
10762,358.73,No Logo
10763,358.77,No Logo
10764,358.8,No Logo
10765,358.83,No Logo
10766,358.87,No Logo
10767,358.9,No Logo
10768,358.93,No Logo
10769,358.97,No Logo
10770,359.0,No Logo
10771,359.03,No Logo
10772,359.07,No Logo
10773,359.1,No Logo
10774,359.13,No Logo
10775,359.17,No Logo
10776,359.2,No Logo
10777,359.23,No Logo
10778,359.27,No Logo
10779,359.3,No Logo
10780,359.33,No Logo
10781,359.37,No Logo
10782,359.4,No Logo
10783,359.43,No Logo
10784,359.47,No Logo
10785,359.5,No Logo
10786,359.53,No Logo
10787,359.57,No Logo
10788,359.6,No Logo
10789,359.63,No Logo
10790,359.67,No Logo
10791,359.7,No Logo
10792,359.73,No Logo
10793,359.77,No Logo
10794,359.8,No Logo
10795,359.83,No Logo
10796,359.87,No Logo
10797,359.9,No Logo
10798,359.93,No Logo
10799,359.97,No Logo
10800,360.0,No Logo
10801,360.03,No Logo
10802,360.07,No Logo
10803,360.1,No Logo
10804,360.13,No Logo
10805,360.17,No Logo
10806,360.2,No Logo
10807,360.23,No Logo
10808,360.27,No Logo
10809,360.3,No Logo
10810,360.33,No Logo
10811,360.37,No Logo
10812,360.4,No Logo
10813,360.43,No Logo
10814,360.47,No Logo
10815,360.5,No Logo
10816,360.53,No Logo
10817,360.57,No Logo
10818,360.6,No Logo
10819,360.63,No Logo
10820,360.67,No Logo
10821,360.7,No Logo
10822,360.73,No Logo
10823,360.77,No Logo
10824,360.8,No Logo
10825,360.83,No Logo
10826,360.87,No Logo
10827,360.9,No Logo
10828,360.93,No Logo
10829,360.97,No Logo
10830,361.0,No Logo
10831,361.03,No Logo
10832,361.07,No Logo
10833,361.1,No Logo
10834,361.13,No Logo
10835,361.17,No Logo
10836,361.2,No Logo
10837,361.23,No Logo
10838,361.27,No Logo
10839,361.3,No Logo
10840,361.33,No Logo
10841,361.37,No Logo
10842,361.4,No Logo
10843,361.43,No Logo
10844,361.47,No Logo
10845,361.5,No Logo
10846,361.53,No Logo
10847,361.57,No Logo
10848,361.6,No Logo
10849,361.63,No Logo
10850,361.67,No Logo
10851,361.7,No Logo
10852,361.73,No Logo
10853,361.77,No Logo
10854,361.8,No Logo
10855,361.83,No Logo
10856,361.87,No Logo
10857,361.9,No Logo
10858,361.93,No Logo
10859,361.97,Fully Visible
10860,362.0,Partially Visible
10861,362.03,Fully Visible
10862,362.07,Fully Visible
10863,362.1,Partially Visible
10864,362.13,Partially Visible
10865,362.17,Partially Visible
10866,362.2,Fully Visible
10867,362.23,Fully Visible
10868,362.27,Fully Visible
10869,362.3,Fully Visible
10870,362.33,Fully Visible
10871,362.37,Fully Visible
10872,362.4,Fully Visible
10873,362.43,Fully Visible
10874,362.47,Fully Visible
10875,362.5,Fully Visible
10876,362.53,Fully Visible
10877,362.57,Fully Visible
10878,362.6,Fully Visible
10879,362.63,Fully Visible
10880,362.67,No Logo
10881,362.7,Partially Visible
10882,362.73,No Logo
10883,362.77,No Logo
10884,362.8,No Logo
10885,362.83,No Logo
10886,362.87,No Logo
10887,362.9,No Logo
10888,362.93,No Logo
10889,362.97,No Logo
10890,363.0,No Logo
10891,363.03,No Logo
10892,363.07,No Logo
10893,363.1,No Logo
10894,363.13,No Logo
10895,363.17,No Logo
10896,363.2,No Logo
10897,363.23,No Logo
10898,363.27,No Logo
10899,363.3,No Logo
10900,363.33,No Logo
10901,363.37,No Logo
10902,363.4,No Logo
10903,363.43,No Logo
10904,363.47,No Logo
10905,363.5,No Logo
10906,363.53,No Logo
10907,363.57,No Logo
10908,363.6,No Logo
10909,363.63,No Logo
10910,363.67,No Logo
10911,363.7,No Logo
10912,363.73,No Logo
10913,363.77,No Logo
10914,363.8,No Logo
10915,363.83,No Logo
10916,363.87,No Logo
10917,363.9,No Logo
10918,363.93,No Logo
10919,363.97,No Logo
10920,364.0,No Logo
10921,364.03,No Logo
10922,364.07,No Logo
10923,364.1,No Logo
10924,364.13,No Logo
10925,364.17,No Logo
10926,364.2,No Logo
10927,364.23,No Logo
10928,364.27,No Logo
10929,364.3,No Logo
10930,364.33,No Logo
10931,364.37,No Logo
10932,364.4,No Logo
10933,364.43,No Logo
10934,364.47,No Logo
10935,364.5,No Logo
10936,364.53,No Logo
10937,364.57,No Logo
10938,364.6,No Logo
10939,364.63,No Logo
10940,364.67,No Logo
10941,364.7,No Logo
10942,364.73,No Logo
10943,364.77,No Logo
10944,364.8,No Logo
10945,364.83,No Logo
10946,364.87,No Logo
10947,364.9,No Logo
10948,364.93,No Logo
10949,364.97,No Logo
10950,365.0,No Logo
10951,365.03,No Logo
10952,365.07,No Logo
10953,365.1,No Logo
10954,365.13,No Logo
10955,365.17,No Logo
10956,365.2,No Logo
10957,365.23,No Logo
10958,365.27,No Logo
10959,365.3,No Logo
10960,365.33,No Logo
10961,365.37,No Logo
10962,365.4,No Logo
10963,365.43,No Logo
10964,365.47,No Logo
10965,365.5,No Logo
10966,365.53,No Logo
10967,365.57,No Logo
10968,365.6,No Logo
10969,365.63,No Logo
10970,365.67,No Logo
10971,365.7,No Logo
10972,365.73,No Logo
10973,365.77,No Logo
10974,365.8,No Logo
10975,365.83,No Logo
10976,365.87,No Logo
10977,365.9,No Logo
10978,365.93,No Logo
10979,365.97,No Logo
10980,366.0,No Logo
10981,366.03,No Logo
10982,366.07,No Logo
10983,366.1,No Logo
10984,366.13,No Logo
10985,366.17,No Logo
10986,366.2,No Logo
10987,366.23,No Logo
10988,366.27,No Logo
10989,366.3,No Logo
10990,366.33,No Logo
10991,366.37,No Logo
10992,366.4,No Logo
10993,366.43,No Logo
10994,366.47,No Logo
10995,366.5,No Logo
10996,366.53,No Logo
10997,366.57,No Logo
10998,366.6,No Logo
10999,366.63,No Logo
11000,366.67,No Logo
11001,366.7,No Logo
11002,366.73,No Logo
11003,366.77,No Logo
11004,366.8,No Logo
11005,366.83,No Logo
11006,366.87,No Logo
11007,366.9,No Logo
11008,366.93,No Logo
11009,366.97,No Logo
11010,367.0,No Logo
11011,367.03,No Logo
11012,367.07,No Logo
11013,367.1,No Logo
11014,367.13,No Logo
11015,367.17,No Logo
11016,367.2,No Logo
11017,367.23,No Logo
11018,367.27,No Logo
11019,367.3,No Logo
11020,367.33,No Logo
11021,367.37,No Logo
11022,367.4,No Logo
11023,367.43,No Logo
11024,367.47,No Logo
11025,367.5,No Logo
11026,367.53,No Logo
11027,367.57,No Logo
11028,367.6,No Logo
11029,367.63,No Logo
11030,367.67,No Logo
11031,367.7,No Logo
11032,367.73,No Logo
11033,367.77,No Logo
11034,367.8,No Logo
11035,367.83,No Logo
11036,367.87,No Logo
11037,367.9,No Logo
11038,367.93,No Logo
11039,367.97,No Logo
11040,368.0,No Logo
11041,368.03,No Logo
11042,368.07,No Logo
11043,368.1,No Logo
11044,368.13,No Logo
11045,368.17,No Logo
11046,368.2,No Logo
11047,368.23,No Logo
11048,368.27,No Logo
11049,368.3,No Logo
11050,368.33,No Logo
11051,368.37,No Logo
11052,368.4,No Logo
11053,368.43,No Logo
11054,368.47,No Logo
11055,368.5,No Logo
11056,368.53,No Logo
11057,368.57,No Logo
11058,368.6,No Logo
11059,368.63,No Logo
11060,368.67,No Logo
11061,368.7,No Logo
11062,368.73,No Logo
11063,368.77,No Logo
11064,368.8,No Logo
11065,368.83,No Logo
11066,368.87,No Logo
11067,368.9,No Logo
11068,368.93,No Logo
11069,368.97,No Logo
11070,369.0,No Logo
11071,369.03,No Logo
11072,369.07,No Logo
11073,369.1,No Logo
11074,369.13,No Logo
11075,369.17,No Logo
11076,369.2,No Logo
11077,369.23,No Logo
11078,369.27,No Logo
11079,369.3,No Logo
11080,369.33,No Logo
11081,369.37,No Logo
11082,369.4,No Logo
11083,369.43,No Logo
11084,369.47,No Logo
11085,369.5,No Logo
11086,369.53,No Logo
11087,369.57,No Logo
11088,369.6,No Logo
11089,369.63,No Logo
11090,369.67,No Logo
11091,369.7,No Logo
11092,369.73,No Logo
11093,369.77,No Logo
11094,369.8,No Logo
11095,369.83,No Logo
11096,369.87,No Logo
11097,369.9,No Logo
11098,369.93,No Logo
11099,369.97,No Logo
11100,370.0,No Logo
11101,370.03,No Logo
11102,370.07,No Logo
11103,370.1,No Logo
11104,370.13,No Logo
11105,370.17,No Logo
11106,370.2,No Logo
11107,370.23,No Logo
11108,370.27,No Logo
11109,370.3,No Logo
11110,370.33,No Logo
11111,370.37,No Logo
11112,370.4,No Logo
11113,370.43,No Logo
11114,370.47,No Logo
11115,370.5,No Logo
11116,370.53,No Logo
11117,370.57,No Logo
11118,370.6,No Logo
11119,370.63,No Logo
11120,370.67,No Logo
11121,370.7,No Logo
11122,370.73,No Logo
11123,370.77,No Logo
11124,370.8,No Logo
11125,370.83,No Logo
11126,370.87,No Logo
11127,370.9,No Logo
11128,370.93,No Logo
11129,370.97,No Logo
11130,371.0,No Logo
11131,371.03,No Logo
11132,371.07,No Logo
11133,371.1,No Logo
11134,371.13,No Logo
11135,371.17,No Logo
11136,371.2,No Logo
11137,371.23,No Logo
11138,371.27,No Logo
11139,371.3,No Logo
11140,371.33,No Logo
11141,371.37,No Logo
11142,371.4,No Logo
11143,371.43,No Logo
11144,371.47,No Logo
11145,371.5,No Logo
11146,371.53,No Logo
11147,371.57,No Logo
11148,371.6,No Logo
11149,371.63,No Logo
11150,371.67,No Logo
11151,371.7,No Logo
11152,371.73,No Logo
11153,371.77,No Logo
11154,371.8,No Logo
11155,371.83,No Logo
11156,371.87,No Logo
11157,371.9,No Logo
11158,371.93,No Logo
11159,371.97,No Logo
11160,372.0,No Logo
11161,372.03,No Logo
11162,372.07,No Logo
11163,372.1,No Logo
11164,372.13,No Logo
11165,372.17,No Logo
11166,372.2,No Logo
11167,372.23,No Logo
11168,372.27,No Logo
11169,372.3,No Logo
11170,372.33,No Logo
11171,372.37,No Logo
11172,372.4,No Logo
11173,372.43,No Logo
11174,372.47,No Logo
11175,372.5,No Logo
11176,372.53,No Logo
11177,372.57,No Logo
11178,372.6,No Logo
11179,372.63,No Logo
11180,372.67,No Logo
11181,372.7,No Logo
11182,372.73,No Logo
11183,372.77,No Logo
11184,372.8,No Logo
11185,372.83,No Logo
11186,372.87,No Logo
11187,372.9,No Logo
11188,372.93,No Logo
11189,372.97,No Logo
11190,373.0,No Logo
11191,373.03,No Logo
11192,373.07,No Logo
11193,373.1,No Logo
11194,373.13,No Logo
11195,373.17,No Logo
11196,373.2,No Logo
11197,373.23,No Logo
11198,373.27,No Logo
11199,373.3,No Logo
11200,373.33,No Logo
11201,373.37,No Logo
11202,373.4,No Logo
11203,373.43,No Logo
11204,373.47,No Logo
11205,373.5,No Logo
11206,373.53,No Logo
11207,373.57,No Logo
11208,373.6,No Logo
11209,373.63,No Logo
11210,373.67,No Logo
11211,373.7,No Logo
11212,373.73,No Logo
11213,373.77,No Logo
11214,373.8,No Logo
11215,373.83,No Logo
11216,373.87,No Logo
11217,373.9,No Logo
11218,373.93,No Logo
11219,373.97,No Logo
11220,374.0,No Logo
11221,374.03,No Logo
11222,374.07,No Logo
11223,374.1,No Logo
11224,374.13,No Logo
11225,374.17,No Logo
11226,374.2,No Logo
11227,374.23,No Logo
11228,374.27,No Logo
11229,374.3,No Logo
11230,374.33,No Logo
11231,374.37,No Logo
11232,374.4,No Logo
11233,374.43,No Logo
11234,374.47,No Logo
11235,374.5,No Logo
11236,374.53,No Logo
11237,374.57,No Logo
11238,374.6,No Logo
11239,374.63,No Logo
11240,374.67,No Logo
11241,374.7,No Logo
11242,374.73,No Logo
11243,374.77,No Logo
11244,374.8,No Logo
11245,374.83,No Logo
11246,374.87,No Logo
11247,374.9,No Logo
11248,374.93,No Logo
11249,374.97,No Logo
11250,375.0,No Logo
11251,375.03,No Logo
11252,375.07,No Logo
11253,375.1,No Logo
11254,375.13,No Logo
11255,375.17,No Logo
11256,375.2,No Logo
11257,375.23,No Logo
11258,375.27,No Logo
11259,375.3,No Logo
11260,375.33,No Logo
11261,375.37,No Logo
11262,375.4,No Logo
11263,375.43,No Logo
11264,375.47,No Logo
11265,375.5,No Logo
11266,375.53,No Logo
11267,375.57,No Logo
11268,375.6,No Logo
11269,375.63,No Logo
11270,375.67,No Logo
11271,375.7,No Logo
11272,375.73,No Logo
11273,375.77,No Logo
11274,375.8,No Logo
11275,375.83,No Logo
11276,375.87,No Logo
11277,375.9,No Logo
11278,375.93,No Logo
11279,375.97,No Logo
11280,376.0,No Logo
11281,376.03,No Logo
11282,376.07,No Logo
11283,376.1,No Logo
11284,376.13,No Logo
11285,376.17,No Logo
11286,376.2,No Logo
11287,376.23,No Logo
11288,376.27,No Logo
11289,376.3,No Logo
11290,376.33,No Logo
11291,376.37,No Logo
11292,376.4,No Logo
11293,376.43,No Logo
11294,376.47,No Logo
11295,376.5,No Logo
11296,376.53,No Logo
11297,376.57,No Logo
11298,376.6,No Logo
11299,376.63,No Logo
11300,376.67,Fully Visible
11301,376.7,Partially Visible
11302,376.73,Partially Visible
11303,376.77,Partially Visible
11304,376.8,Fully Visible
11305,376.83,Fully Visible
11306,376.87,Fully Visible
11307,376.9,No Logo
11308,376.93,No Logo
11309,376.97,Fully Visible
11310,377.0,No Logo
11311,377.03,No Logo
11312,377.07,No Logo
11313,377.1,No Logo
11314,377.13,No Logo
11315,377.17,No Logo
11316,377.2,No Logo
11317,377.23,No Logo
11318,377.27,No Logo
11319,377.3,No Logo
11320,377.33,No Logo
11321,377.37,No Logo
11322,377.4,No Logo
11323,377.43,No Logo
11324,377.47,No Logo
11325,377.5,No Logo
11326,377.53,No Logo
11327,377.57,No Logo
11328,377.6,No Logo
11329,377.63,No Logo
11330,377.67,No Logo
11331,377.7,No Logo
11332,377.73,No Logo
11333,377.77,No Logo
11334,377.8,No Logo
11335,377.83,No Logo
11336,377.87,No Logo
11337,377.9,No Logo
11338,377.93,No Logo
11339,377.97,No Logo
11340,378.0,No Logo
11341,378.03,No Logo
11342,378.07,No Logo
11343,378.1,No Logo
11344,378.13,No Logo
11345,378.17,No Logo
11346,378.2,No Logo
11347,378.23,No Logo
11348,378.27,No Logo
11349,378.3,No Logo
11350,378.33,No Logo
11351,378.37,No Logo
11352,378.4,No Logo
11353,378.43,No Logo
11354,378.47,No Logo
11355,378.5,No Logo
11356,378.53,No Logo
11357,378.57,No Logo
11358,378.6,No Logo
11359,378.63,No Logo
11360,378.67,No Logo
11361,378.7,No Logo
11362,378.73,No Logo
11363,378.77,No Logo
11364,378.8,No Logo
11365,378.83,No Logo
11366,378.87,No Logo
11367,378.9,No Logo
11368,378.93,No Logo
11369,378.97,No Logo
11370,379.0,No Logo
11371,379.03,No Logo
11372,379.07,No Logo
11373,379.1,No Logo
11374,379.13,No Logo
11375,379.17,No Logo
11376,379.2,No Logo
11377,379.23,No Logo
11378,379.27,No Logo
11379,379.3,No Logo
11380,379.33,No Logo
11381,379.37,No Logo
11382,379.4,No Logo
11383,379.43,No Logo
11384,379.47,No Logo
11385,379.5,No Logo
11386,379.53,No Logo
11387,379.57,No Logo
11388,379.6,No Logo
11389,379.63,No Logo
11390,379.67,No Logo
11391,379.7,No Logo
11392,379.73,No Logo
11393,379.77,No Logo
11394,379.8,No Logo
11395,379.83,No Logo
11396,379.87,Fully Visible
11397,379.9,Fully Visible
11398,379.93,No Logo
11399,379.97,No Logo
11400,380.0,No Logo
11401,380.03,No Logo
11402,380.07,No Logo
11403,380.1,No Logo
11404,380.13,No Logo
11405,380.17,No Logo
11406,380.2,No Logo
11407,380.23,No Logo
11408,380.27,No Logo
11409,380.3,No Logo
11410,380.33,No Logo
11411,380.37,No Logo
11412,380.4,No Logo
11413,380.43,No Logo
11414,380.47,No Logo
11415,380.5,No Logo
11416,380.53,No Logo
11417,380.57,No Logo
11418,380.6,No Logo
11419,380.63,No Logo
11420,380.67,No Logo
11421,380.7,No Logo
11422,380.73,No Logo
11423,380.77,No Logo
11424,380.8,No Logo
11425,380.83,No Logo
11426,380.87,No Logo
11427,380.9,No Logo
11428,380.93,No Logo
11429,380.97,No Logo
11430,381.0,No Logo
11431,381.03,No Logo
11432,381.07,No Logo
11433,381.1,No Logo
11434,381.13,No Logo
11435,381.17,No Logo
11436,381.2,No Logo
11437,381.23,No Logo
11438,381.27,No Logo
11439,381.3,No Logo
11440,381.33,No Logo
11441,381.37,No Logo
11442,381.4,No Logo
11443,381.43,No Logo
11444,381.47,No Logo
11445,381.5,No Logo
11446,381.53,No Logo
11447,381.57,No Logo
11448,381.6,No Logo
11449,381.63,No Logo
11450,381.67,No Logo
11451,381.7,No Logo
11452,381.73,No Logo
11453,381.77,No Logo
11454,381.8,No Logo
11455,381.83,No Logo
11456,381.87,No Logo
11457,381.9,No Logo
11458,381.93,No Logo
11459,381.97,No Logo
11460,382.0,No Logo
11461,382.03,No Logo
11462,382.07,No Logo
11463,382.1,No Logo
11464,382.13,No Logo
11465,382.17,No Logo
11466,382.2,No Logo
11467,382.23,No Logo
11468,382.27,No Logo
11469,382.3,No Logo
11470,382.33,No Logo
11471,382.37,No Logo
11472,382.4,No Logo
11473,382.43,No Logo
11474,382.47,No Logo
11475,382.5,No Logo
11476,382.53,No Logo
11477,382.57,No Logo
11478,382.6,No Logo
11479,382.63,No Logo
11480,382.67,No Logo
11481,382.7,No Logo
11482,382.73,No Logo
11483,382.77,No Logo
11484,382.8,No Logo
11485,382.83,No Logo
11486,382.87,No Logo
11487,382.9,No Logo
11488,382.93,No Logo
11489,382.97,No Logo
11490,383.0,No Logo
11491,383.03,No Logo
11492,383.07,No Logo
11493,383.1,No Logo
11494,383.13,No Logo
11495,383.17,No Logo
11496,383.2,No Logo
11497,383.23,No Logo
11498,383.27,No Logo
11499,383.3,No Logo
11500,383.33,No Logo
11501,383.37,No Logo
11502,383.4,No Logo
11503,383.43,No Logo
11504,383.47,No Logo
11505,383.5,No Logo
11506,383.53,No Logo
11507,383.57,No Logo
11508,383.6,No Logo
11509,383.63,No Logo
11510,383.67,No Logo
11511,383.7,No Logo
11512,383.73,No Logo
11513,383.77,No Logo
11514,383.8,No Logo
11515,383.83,No Logo
11516,383.87,No Logo
11517,383.9,No Logo
11518,383.93,No Logo
11519,383.97,No Logo
11520,384.0,No Logo
11521,384.03,No Logo
11522,384.07,Fully Visible
11523,384.1,Fully Visible
11524,384.13,Fully Visible
11525,384.17,Fully Visible
11526,384.2,Fully Visible
11527,384.23,Fully Visible
11528,384.27,Fully Visible
11529,384.3,Fully Visible
11530,384.33,Fully Visible
11531,384.37,Fully Visible
11532,384.4,No Logo
11533,384.43,No Logo
11534,384.47,No Logo
11535,384.5,No Logo
11536,384.53,No Logo
11537,384.57,No Logo
11538,384.6,No Logo
11539,384.63,No Logo
11540,384.67,No Logo
11541,384.7,No Logo
11542,384.73,No Logo
11543,384.77,No Logo
11544,384.8,No Logo
11545,384.83,No Logo
11546,384.87,No Logo
11547,384.9,No Logo
11548,384.93,No Logo
11549,384.97,No Logo
11550,385.0,No Logo
11551,385.03,No Logo
11552,385.07,No Logo
11553,385.1,No Logo
11554,385.13,No Logo
11555,385.17,No Logo
11556,385.2,No Logo
11557,385.23,No Logo
11558,385.27,No Logo
11559,385.3,No Logo
11560,385.33,No Logo
11561,385.37,No Logo
11562,385.4,No Logo
11563,385.43,No Logo
11564,385.47,No Logo
11565,385.5,No Logo
11566,385.53,No Logo
11567,385.57,No Logo
11568,385.6,No Logo
11569,385.63,No Logo
11570,385.67,No Logo
11571,385.7,No Logo
11572,385.73,No Logo
11573,385.77,No Logo
11574,385.8,No Logo
11575,385.83,No Logo
11576,385.87,No Logo
11577,385.9,No Logo
11578,385.93,No Logo
11579,385.97,No Logo
11580,386.0,No Logo
11581,386.03,No Logo
11582,386.07,No Logo
11583,386.1,No Logo
11584,386.13,No Logo
11585,386.17,No Logo
11586,386.2,No Logo
11587,386.23,No Logo
11588,386.27,No Logo
11589,386.3,No Logo
11590,386.33,No Logo
11591,386.37,No Logo
11592,386.4,No Logo
11593,386.43,No Logo
11594,386.47,No Logo
11595,386.5,No Logo
11596,386.53,No Logo
11597,386.57,No Logo
11598,386.6,No Logo
11599,386.63,No Logo
11600,386.67,No Logo
11601,386.7,No Logo
11602,386.73,No Logo
11603,386.77,No Logo
11604,386.8,No Logo
11605,386.83,No Logo
11606,386.87,No Logo
11607,386.9,No Logo
11608,386.93,No Logo
11609,386.97,No Logo
11610,387.0,No Logo
11611,387.03,No Logo
11612,387.07,No Logo
11613,387.1,No Logo
11614,387.13,No Logo
11615,387.17,No Logo
11616,387.2,No Logo
11617,387.23,No Logo
11618,387.27,No Logo
11619,387.3,No Logo
11620,387.33,No Logo
11621,387.37,No Logo
11622,387.4,No Logo
11623,387.43,No Logo
11624,387.47,No Logo
11625,387.5,No Logo
11626,387.53,No Logo
11627,387.57,No Logo
11628,387.6,No Logo
11629,387.63,No Logo
11630,387.67,No Logo
11631,387.7,No Logo
11632,387.73,No Logo
11633,387.77,No Logo
11634,387.8,No Logo
11635,387.83,No Logo
11636,387.87,No Logo
11637,387.9,No Logo
11638,387.93,No Logo
11639,387.97,No Logo
11640,388.0,No Logo
11641,388.03,No Logo
11642,388.07,No Logo
11643,388.1,No Logo
11644,388.13,No Logo
11645,388.17,No Logo
11646,388.2,No Logo
11647,388.23,No Logo
11648,388.27,No Logo
11649,388.3,No Logo
11650,388.33,No Logo
11651,388.37,No Logo
11652,388.4,No Logo
11653,388.43,No Logo
11654,388.47,No Logo
11655,388.5,No Logo
11656,388.53,No Logo
11657,388.57,No Logo
11658,388.6,No Logo
11659,388.63,No Logo
11660,388.67,No Logo
11661,388.7,No Logo
11662,388.73,No Logo
11663,388.77,No Logo
11664,388.8,No Logo
11665,388.83,No Logo
11666,388.87,No Logo
11667,388.9,No Logo
11668,388.93,No Logo
11669,388.97,No Logo
11670,389.0,No Logo
11671,389.03,No Logo
11672,389.07,No Logo
11673,389.1,No Logo
11674,389.13,No Logo
11675,389.17,No Logo
11676,389.2,No Logo
11677,389.23,No Logo
11678,389.27,No Logo
11679,389.3,No Logo
11680,389.33,No Logo
11681,389.37,No Logo
11682,389.4,No Logo
11683,389.43,No Logo
11684,389.47,No Logo
11685,389.5,No Logo
11686,389.53,No Logo
11687,389.57,No Logo
11688,389.6,No Logo
11689,389.63,No Logo
11690,389.67,No Logo
11691,389.7,No Logo
11692,389.73,No Logo
11693,389.77,No Logo
11694,389.8,No Logo
11695,389.83,No Logo
11696,389.87,No Logo
11697,389.9,No Logo
11698,389.93,No Logo
11699,389.97,No Logo
11700,390.0,No Logo
11701,390.03,No Logo
11702,390.07,No Logo
11703,390.1,No Logo
11704,390.13,No Logo
11705,390.17,No Logo
11706,390.2,No Logo
11707,390.23,No Logo
11708,390.27,No Logo
11709,390.3,No Logo
11710,390.33,No Logo
11711,390.37,No Logo
11712,390.4,No Logo
11713,390.43,No Logo
11714,390.47,No Logo
11715,390.5,No Logo
11716,390.53,No Logo
11717,390.57,No Logo
11718,390.6,No Logo
11719,390.63,No Logo
11720,390.67,No Logo
11721,390.7,No Logo
11722,390.73,No Logo
11723,390.77,No Logo
11724,390.8,No Logo
11725,390.83,No Logo
11726,390.87,No Logo
11727,390.9,No Logo
11728,390.93,No Logo
11729,390.97,No Logo
11730,391.0,No Logo
11731,391.03,No Logo
11732,391.07,No Logo
11733,391.1,No Logo
11734,391.13,No Logo
11735,391.17,No Logo
11736,391.2,No Logo
11737,391.23,No Logo
11738,391.27,No Logo
11739,391.3,No Logo
11740,391.33,No Logo
11741,391.37,No Logo
11742,391.4,No Logo
11743,391.43,No Logo
11744,391.47,No Logo
11745,391.5,No Logo
11746,391.53,No Logo
11747,391.57,No Logo
11748,391.6,No Logo
11749,391.63,No Logo
11750,391.67,No Logo
11751,391.7,No Logo
11752,391.73,No Logo
11753,391.77,No Logo
11754,391.8,No Logo
11755,391.83,No Logo
11756,391.87,No Logo
11757,391.9,No Logo
11758,391.93,No Logo
11759,391.97,No Logo
11760,392.0,No Logo
11761,392.03,No Logo
11762,392.07,No Logo
11763,392.1,No Logo
11764,392.13,No Logo
11765,392.17,No Logo
11766,392.2,No Logo
11767,392.23,No Logo
11768,392.27,No Logo
11769,392.3,No Logo
11770,392.33,No Logo
11771,392.37,No Logo
11772,392.4,No Logo
11773,392.43,No Logo
11774,392.47,No Logo
11775,392.5,No Logo
11776,392.53,No Logo
11777,392.57,No Logo
11778,392.6,No Logo
11779,392.63,No Logo
11780,392.67,No Logo
11781,392.7,No Logo
11782,392.73,No Logo
11783,392.77,No Logo
11784,392.8,No Logo
11785,392.83,No Logo
11786,392.87,No Logo
11787,392.9,No Logo
11788,392.93,No Logo
11789,392.97,No Logo
11790,393.0,No Logo
11791,393.03,No Logo
11792,393.07,No Logo
11793,393.1,No Logo
11794,393.13,No Logo
11795,393.17,No Logo
11796,393.2,No Logo
11797,393.23,No Logo
11798,393.27,No Logo
11799,393.3,No Logo
11800,393.33,No Logo
11801,393.37,No Logo
11802,393.4,No Logo
11803,393.43,No Logo
11804,393.47,No Logo
11805,393.5,No Logo
11806,393.53,No Logo
11807,393.57,No Logo
11808,393.6,No Logo
11809,393.63,No Logo
11810,393.67,No Logo
11811,393.7,No Logo
11812,393.73,No Logo
11813,393.77,No Logo
11814,393.8,No Logo
11815,393.83,No Logo
11816,393.87,No Logo
11817,393.9,No Logo
11818,393.93,No Logo
11819,393.97,No Logo
11820,394.0,No Logo
11821,394.03,No Logo
11822,394.07,No Logo
11823,394.1,No Logo
11824,394.13,No Logo
11825,394.17,No Logo
11826,394.2,No Logo
11827,394.23,No Logo
11828,394.27,No Logo
11829,394.3,No Logo
11830,394.33,No Logo
11831,394.37,No Logo
11832,394.4,No Logo
11833,394.43,No Logo
11834,394.47,No Logo
11835,394.5,No Logo
11836,394.53,No Logo
11837,394.57,No Logo
11838,394.6,No Logo
11839,394.63,No Logo
11840,394.67,No Logo
11841,394.7,No Logo
11842,394.73,No Logo
11843,394.77,No Logo
11844,394.8,No Logo
11845,394.83,No Logo
11846,394.87,No Logo
11847,394.9,No Logo
11848,394.93,No Logo
11849,394.97,No Logo
11850,395.0,No Logo
11851,395.03,No Logo
11852,395.07,No Logo
11853,395.1,No Logo
11854,395.13,No Logo
11855,395.17,No Logo
11856,395.2,No Logo
